src_lang	tgt_lang	study	session_id	src_tokens	tgt_tokens	src_segid	tgt_segid	src_token_ids	tgt_token_ids	src_posq	tgt_posq	xent	xmi	src_surp	tgt_surp	x2cont	cont2x	x_ent	x2x	x2eos	tgtseq2x	y2srcseq_ent	eos_xatt	y2cont	y2y	y_ent	Dur	FixS	FixT	TrtS	TrtT
en	zh	RUC17	P02_T6	Because_hunter_-_gatherers_tend_to_be_nomadic_,_they_generally_do_not_have_the_possibility_to_store_surplus_food_.	因为_狩猎_型_社会_往往_是_游牧_性质_，_他们_通常_无法_储存_多余_食物_。	5	5	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30	0.47619047619047616	0.46875	3.12093022664388	5.674577585856119	14.560904762961648	10.994384765625	2.07938551902771	0.43624982237815857	0.5605006217956543	0.5915254354476929	10.132478713989258	0.3079909682273865	0.5764913558959961	18.500980377197266	6.544877529144287	0.37767931818962097	0.5815381407737732	71432.0	20.0	7.0	5599.0	2496.0
en	zh	RUC17	P02_T6	As_a_result_,_full_-_time_leaders_,_bureaucrats_,_or_artisans_are_rarely_supported_by_hunter_-_gatherer_societies_.	因此_，_在_狩猎_型_社会_中_无法_出现_绝对_的_领导_以及_机构_。	6	6	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25	0.4772727272727273	0.4666666666666667	4.055753173828125	3.513177490234375	11.295759313246784	10.512403700086805	2.5538806915283203	0.4169595241546631	0.5424916744232178	0.589256763458252	11.768416404724121	0.3231106698513031	0.6384761333465576	20.643430709838867	5.7013959884643555	0.39402100443840027	0.6128091812133789	71620.0	3.0	11.0	600.0	2713.0
en	zh	RUC17	P10_T6	The_majority_of_hunter_-_gatherer_societies_are_nomadic_.	大多数_收集_狩猎_社会_都_是_游牧_式_的_。	0	0	1+2+3+4+5+6+7+8+9+10+11+12+13+14	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18	0.45	0.45	3.4821925693088107	5.871515485975477	11.090526580810547	11.224449666341146	1.4221324920654297	0.4146418571472168	0.5861190557479858	0.5273622274398804	7.194797039031982	0.1587105393409729	0.5870161652565002	11.394752502441406	4.87019157409668	0.36189004778862	0.5963380336761475	113257.0	51.0	47.0	34760.0	17583.0
en	zh	RUC17	P10_T6	It_is_difficult_to_be_settled_under_such_a_subsistence_system_as_the_resources_of_one_region_can_quickly_become_exhausted_.	在_这样_的_供给_体系_下_，_人们_很_难_定居_下来_，_因为_一_片_区域_中_的_食物_来源_很_快_就_会_衰竭_。	1	1	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46	0.4772727272727273	0.48148148148148145	2.8001599519149116	4.73260730245839	10.294863455636161	10.500221021247633	2.2456583976745605	0.42861124873161316	0.5611239671707153	0.5863056182861328	10.924091339111328	0.2810080051422119	0.5795482993125916	19.96442413330078	8.562546730041504	0.3891325891017914	0.5720648765563965	195204.0	79.0	65.0	37915.0	35091.0
en	zh	RUC17	P10_T6	Hunter_-_gatherer_societies_also_tend_to_have_very_low_population_densities_as_a_result_of_their_subsistence_system_.	这种_供给_体系_也_使得_收集_狩猎_社会_的_人口_密度_一般_较_低_。	2	2	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29	0.475	0.4666666666666667	3.535106527394262	3.2756629154599946	11.065272475733902	10.395384939093338	2.1376969814300537	0.4252561032772064	0.5645543932914734	0.5722076296806335	10.557112693786621	0.22487348318099976	0.6334040760993958	19.12203598022461	6.2282562255859375	0.39786380529403687	0.5960541367530823	68547.0	96.0	27.0	28748.0	13036.0
en	zh	RUC17	P10_T6	Agricultural_subsistence_systems_can_support_population_densities_60_to_100_times_greater_than_land_left_uncultivated_,_resulting_in_denser_populations_.	农耕_供给_体系_比_不_进行_耕作_的_游牧_方式_所_能_供养_的_人口_密度_要_大_60_至_100_倍_，_因此_处于_该_体系_的_社会_人口_密度_更_大_。	3	3	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54+55+56+57+58+59	0.4772727272727273	0.4852941176470588	3.222348746606859	2.0343196028369968	11.182518592247597	7.7535858154296875	2.481964111328125	0.4162587523460388	0.5345382690429688	0.5640401244163513	13.468753814697266	0.31215810775756836	0.5885475873947144	23.260879516601562	9.913200378417969	0.4070979356765747	0.5618090629577637	163660.0	171.0	111.0	55547.0	59091.0
en	zh	RUC17	P10_T6	Hunter_-_gatherer_societies_also_tend_to_have_non_-_hierarchical_social_structures_,_though_this_is_not_always_the_case_.	收集_狩猎_社会_的_社会_结构_倾向_于_非等_级_化_，_尽管_也_有_例外_。	4	4	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30	0.4772727272727273	0.47058823529411764	3.669480641682943	4.128784942626953	11.259424382990057	10.171650762143342	2.3478469848632812	0.42566344141960144	0.5514513254165649	0.583390474319458	10.484001159667969	0.274166077375412	0.5933310985565186	19.167495727539062	6.418372631072998	0.39187735319137573	0.5723028182983398	83913.0	87.0	30.0	24418.0	14087.0
en	zh	RUC17	P10_T6	Because_hunter_-_gatherers_tend_to_be_nomadic_,_they_generally_do_not_have_the_possibility_to_store_surplus_food_.	因为_收集_狩猎者_一般_都_过_着_游牧生活_，_通常_不_可能_存留_多余_的_食物_。	5	5	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30	0.47619047619047616	0.47058823529411764	3.6592689514160157	4.503761545817057	14.560904762961648	9.795636596679687	2.07938551902771	0.43624982237815857	0.5605006217956543	0.5915254354476929	10.132478713989258	0.27314674854278564	0.5931442975997925	18.343158721923828	6.541261196136475	0.378085196018219	0.5976234078407288	55849.0	26.0	54.0	6841.0	15938.0
en	zh	RUC17	P10_T6	As_a_result_,_full_-_time_leaders_,_bureaucrats_,_or_artisans_are_rarely_supported_by_hunter_-_gatherer_societies_.	这_所_造成_的_结果_就_是_，_收集_狩猎_社会_很_少_对_全职_领袖_、_官僚_及_工匠_给予_支持_。	6	6	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41	0.4772727272727273	0.4782608695652174	3.000401752751048	4.2816640342154155	11.295759313246784	9.631119266633064	2.5538806915283203	0.4169595241546631	0.5424916744232178	0.589256763458252	11.768416404724121	0.3026657700538635	0.5799367427825928	22.088844299316406	7.9116950035095215	0.3896617293357849	0.5621725916862488	117000.0	5.0	28.0	1270.0	5799.0
en	zh	RUC17	P12_T2	Prices_in_supermarkets_have_climbed_at_an_alarming_rate_over_the_past_year_.	超_市里_商品_的_价格_在_去年_一_年_内_涨_到_了_一个_极_高_的_价格_。	2	1	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32	0.4642857142857143	0.47368421052631576	3.635417938232422	2.9508004188537598	11.178301724520596	8.781624476114908	1.770250678062439	0.4097101092338562	0.5534420609474182	0.5344659686088562	9.074897766113281	0.17253729701042175	0.6212523579597473	14.85505485534668	6.645274639129639	0.396873414516449	0.5970096588134766	60716.0	62.0	75.0	19142.0	31269.0
en	zh	RUC17	P12_T2	Analysts_have_warned_that_prices_will_increase_further_still_,_making_it_hard_for_the_Bank_of_England_to_cut_interest_rates_as_it_struggles_to_keep_inflation_and_the_economy_under_control_.	分析师_们_已经_给予_了_警告_，_如果_价格_依旧_这样_上升_，_英格兰_银行_就_会_很_难_降低_利率_，_因为_它_需要_掌控_通货膨胀_和_经济_。	3	2	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54+55+56+57+58+59	0.4852941176470588	0.48333333333333334	2.576191530389301	4.520047979839777	12.587374173677885	9.736700723337572	2.790989637374878	0.4445889890193939	0.5267333984375	0.5715181827545166	15.919801712036133	0.2692914605140686	0.5606063008308411	27.689712524414062	10.493429183959961	0.3685012757778168	0.5555356740951538	95784.0	196.0	88.0	64942.0	37579.0
en	zh	RUC17	P12_T2	To_make_matters_worse_,_escalating_prices_are_racing_ahead_of_salary_increases_,_especially_those_of_nurses_and_other_healthcare_professionals_,_who_have_suffered_from_the_government_'s_insistence_that_those_in_the_public_sector_have_to_receive_below-inflation_salary_increases_.	让_事情_更_糟糕_的_是_，_物价_在_飞涨_，_但是_工资_尤其_是_护士_和_其他_健康_专家_的_工资_，_远_没有_物价_涨_得_快_，_因为_政府_坚持_让_在_公共_部门_工作_的_人_的_工资_涨幅_低于_通货膨胀_。	4	3	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54+55+56+57+58+59+60	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54+55+56+57+58+59+60+61+62+63+64+65+66+67+68+69+70+71+72+73+74+75+76+77+78+79+80+81+82+83+84	0.48863636363636365	0.4891304347826087	2.632444109235491	6.127479189918155	11.157865905761719	10.982590404909049	3.7756192684173584	0.43863099813461304	0.5222181081771851	0.6012894511222839	22.147018432617188	0.3202248811721802	0.5729373693466187	41.72262191772461	12.894107818603516	0.4012753963470459	0.5513958930969238	142866.0	258.0	121.0	63627.0	37251.0
en	zh	RUC17	P12_T2	In_addition_to_fuel_and_food_,_electricity_bills_are_also_soaring_.	除了_燃料_和_食物_的_价格_在涨_之外_，_电费_也_在_飞涨_。	5	4	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26	0.46153846153846156	0.4642857142857143	3.1508639408991885	4.775601020226111	10.198871813322368	10.30440444946289	1.5229867696762085	0.42108964920043945	0.5715436339378357	0.5581415295600891	7.546750545501709	0.1599673628807068	0.6022545099258423	12.698680877685547	5.815085411071777	0.39751237630844116	0.5812442302703857	30249.0	38.0	1.0	9377.0	210.0
en	zh	RUC17	P12_T2	Five_out_of_the_six_largest_suppliers_have_increased_their_customers_'_bills_.	6_大_供应商_中_的_5_个_供应商_都_提高_了_顾客_的_电费_。	6	5	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29	0.4642857142857143	0.4666666666666667	3.0354522178912986	3.4584342693460397	10.9156640625	8.967748006184896	1.4381399154663086	0.41040849685668945	0.5795541405677795	0.5693657994270325	7.452009201049805	0.299874484539032	0.5876684784889221	12.653014183044434	6.352958679199219	0.3835018277168274	0.5755696296691895	55474.0	25.0	2.0	7639.0	343.0
en	zh	RUC17	P10_T5	Increasing_mobility_and_technological_advances_resulted_in_the_increasing_exposure_of_people_to_cultures_and_societies_different_from_their_own_.	随着_人口_流动性_的_不断_增强_以及_科技_发展_的_不断_进步_，_人们_有_更_多_机会_参与_到_与_自身_文化_与_社会_截然_不同_的_环境_当中_。	2	1	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54+55+56	0.47619047619047616	0.4838709677419355	3.153186525617327	3.540132522583008	11.554396409254808	9.370646667480468	2.255065679550171	0.4066910147666931	0.5478984117507935	0.5751394629478455	11.641029357910156	0.2373424470424652	0.6050149202346802	21.403989791870117	9.52888298034668	0.4089967608451843	0.5613877773284912	201538.0	134.0	100.0	56392.0	42453.0
en	zh	RUC17	P10_T5	The_impact_of_this_exposure_was_varied_,_but_for_some_people_included_the_breakdown_of_traditional_norms_and_customs_and_warranted_a_revised_understanding_of_how_the_world_works_.	这种_体验_所_造成_的_影响_十分_多_元_，_但_对_一些_人_来说_，_这些_影响_包括_打破_传统_模式_与_习俗_，_改变_人们_对_世界_运作_方式_的_理解_。	3	2	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54	0.4838709677419355	0.4852941176470588	2.732280872486256	3.433657893428096	11.639997399371603	8.324017333984376	2.67389178276062	0.4553564488887787	0.5518883466720581	0.5961413383483887	14.268880844116211	0.24227619171142578	0.5601922869682312	26.75320053100586	9.623573303222656	0.38520142436027527	0.5584439039230347	191475.0	243.0	136.0	85755.0	42705.0
en	zh	RUC17	P10_T5	Sociologists_responded_to_these_changes_by_trying_to_understand_what_holds_social_groups_together_and_also_exploring_possible_solutions_to_the_breakdown_of_social_solidarity_.	社会学家_对_这些_变化_做出_反应_是_通过_试图_理解_将_社会_团体_聚_在_一起_的_因素_，_同时_也_在_探索_社会_团结_破坏_这_一_状况_可能_的_解决_方式_。	4	3	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54+55+56+57	0.4807692307692308	0.4852941176470588	2.9022554096422697	3.4902616802014803	11.985401500355113	8.473801723746366	2.4864964485168457	0.4442683160305023	0.5418134927749634	0.5828620195388794	12.861921310424805	0.2593812048435211	0.5488615036010742	23.576406478881836	10.206764221191406	0.3707994818687439	0.5542032122612	198183.0	225.0	147.0	72186.0	72644.0
en	zh	RUC17	P10_T5	The_term_sociology_was_coined_by_Auguste_Comte_(_1798_-_1857_)_in_1838_from_the_Latin_term_socius_(_companion_,_associate_)_and_the_Greek_term_logia_(_study_of_,_speech_)_.	“_sociology_”_（_社会学_）_一_词_是_由_奥古斯特·康特_（_1789-1857_）_于_1838年_所_提_出_的_，_由_拉丁_词汇_“_socius_”_（_陪伴_、_联合_）_和_希腊_词汇_“_logia_”_（_研究_、_话语_）_二_字_合成_。	5	4	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54+55+56+57+58+59+60+61+62+63+64+65+66+67+68+69+70+71+72+73+74+75+76+77+78+79+80+81+82+83+84+85+86+87+88+89	0.4864864864864865	0.48936170212765956	2.941424766283357	4.492447413755267	11.117436623086734	10.337728500366211	3.0086889266967773	0.45544177293777466	0.5424683094024658	0.556283175945282	20.289722442626953	0.33669114112854004	0.5329803824424744	32.78839111328125	13.161041259765625	0.4153343141078949	0.5393399596214294	323843.0	50.0	66.0	11791.0	18346.0
en	zh	RUC17	P10_T4	Although_developing_countries_are_understandably_reluctant_to_compromise_their_chances_of_achieving_better_standards_of_living_for_the_poor_,_action_on_climate_change_need_not_threaten_economic_development_.	尽管_发展中国家_不_愿_在_提升_贫困_人口_生活_水平_这_一_问题_上_妥协_，_这_是_可以_理解_的_，_但_应_对_气候_变化_不_一定_会_对_经济_发展_构成_威胁_。	0	0	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37	1+2+3+4+5+6+7+8+9+10+11+12+13+14+15+16+17+18+19+20+21+22+23+24+25+26+27+28+29+30+31+32+33+34+35+36+37+38+39+40+41+42+43+44+45+46+47+48+49+50+51+52+53+54+55+56+57+58+59+60	0.48333333333333334	0.4861111111111111	2.661408233642578	6.3143058776855465	12.55317066333912	11.70745318868886	2.75927734375	0.4302235543727875	0.5220252871513367	0.5736897587776184	15.014205932617188	0.3025662302970886	0.5414373278617859	26.965017318725586	10.384185791015625	0.38394102454185486	0.5487484931945801	265530.0	258.0	219.0	87485.0	95195.0
